position,track,artist,streams,date
92,"i hate u, i love u (feat. olivia o'brien)",gnash,216032,2017-01-01
93,Too Many Years,Kodak Black,215772,2017-01-01
94,Love On The Brain,Rihanna,215035,2017-01-01
95,Change,J. Cole,214737,2017-01-01
96,Don't,Bryson Tiller,213378,2017-01-01
97,Water,Ugly God,210924,2017-01-01
98,Rich Girl,Daryl Hall & John Oates,210173,2017-01-01
99,Erase Your Social,Lil Uzi Vert,208263,2017-01-01
100,Never Be Like You,Flume,207102,2017-01-01
101,The Mack,Nevada,206028,2017-01-01
102,Gold,Kiiara,205831,2017-01-01
103,Exchange,Bryson Tiller,205357,2017-01-01
104,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,205345,2017-01-01
105,You Make My Dreams (Come True),Daryl Hall & John Oates,204880,2017-01-01
106,Die For You,The Weeknd,203645,2017-01-01
107,Selfish,PnB Rock,201991,2017-01-01
108,Weak,AJR,200498,2017-01-01
109,Come and See Me (feat. Drake),PARTYNEXTDOOR,200095,2017-01-01
110,Twist And Shout - Remastered,The Beatles,198226,2017-01-01
111,Make Me (Cry),Noah Cyrus,196528,2017-01-01
112,No Flockin',Kodak Black,196193,2017-01-01
113,Father Stretch My Hands Pt. 1,Kanye West,195965,2017-01-01
114,We Are Young (feat. Janelle Monáe),fun.,194870,2017-01-01
115,Respect,Aretha Franklin,194667,2017-01-01
116,Litty (feat. Tory Lanez),Meek Mill,194516,2017-01-01
117,Congratulations,Post Malone,192751,2017-01-01
118,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,189619,2017-01-01
119,Superstition - Single Version,Stevie Wonder,189573,2017-01-01
120,Sorry,Justin Bieber,186703,2017-01-01
121,Uber Everywhere,MadeinTYO,186602,2017-01-01
122,Pop Style,Drake,184790,2017-01-01
123,Sunset Lover,Petit Biscuit,184278,2017-01-01
124,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,183966,2017-01-01
125,You Can Call Me Al,Paul Simon,183669,2017-01-01
126,Moves,Big Sean,183502,2017-01-01
127,That's What I Like,Bruno Mars,183494,2017-01-01
128,The Hills,The Weeknd,183262,2017-01-01
129,Hotline Bling,Drake,183047,2017-01-01
130,All Time Low,Jon Bellion,182716,2017-01-01
131,Roses,The Chainsmokers,182217,2017-01-01
132,Deja Vu,Post Malone,181649,2017-01-01
133,Setting Fires,The Chainsmokers,181113,2017-01-01
134,Don't Stop Me Now - 2011 Mix,Queen,179775,2017-01-01
135,You Shook Me All Night Long,AC/DC,178791,2017-01-01
136,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,176547,2017-01-01
137,Light,San Holo,176446,2017-01-01
138,P.Y.T. (Pretty Young Thing),Michael Jackson,176354,2017-01-01
139,Famous,Kanye West,176291,2017-01-01
140,Brown Eyed Girl,Van Morrison,175044,2017-01-01
141,Call Me Maybe,Carly Rae Jepsen,174945,2017-01-01
142,Water Under the Bridge,Adele,174085,2017-01-01
143,Tiimmy Turner,Desiigner,173977,2017-01-01
144,My House,Flo Rida,173343,2017-01-01
145,Say It (feat. Tove Lo),Flume,171093,2017-01-01
146,Purple Lamborghini (with Rick Ross),Skrillex,171058,2017-01-01
147,Secrets,The Weeknd,170453,2017-01-01
148,7 Years,Lukas Graham,170245,2017-01-01
149,My Girl,The Temptations,170168,2017-01-01
150,Feel So Close - Radio Edit,Calvin Harris,169357,2017-01-01
151,Antidote,Travis Scott,169297,2017-01-01
152,True Colors,The Weeknd,168726,2017-01-01
153,Gassed Up,Nebu Kiniza,167151,2017-01-01
154,Capsize,FRENSHIP,166898,2017-01-01
155,I Would Like,Zara Larsson,166846,2017-01-01
156,PILLOWTALK,ZAYN,165974,2017-01-01
157,Ni**as In Paris,JAY-Z,165222,2017-01-01
158,Lot to Learn,Luke Christopher,164741,2017-01-01
159,No Type,Rae Sremmurd,164642,2017-01-01
160,Wicked,Future,164503,2017-01-01
161,Black Barbies,Nicki Minaj,163711,2017-01-01
162,Cut It (feat. Young Dolph),O.T. Genasis,163667,2017-01-01
163,What They Want,Russ,163498,2017-01-01
164,Rockin’,The Weeknd,163129,2017-01-01
165,LUV,Tory Lanez,162888,2017-01-01
166,Hymn for the Weekend - Seeb Remix,Coldplay,161981,2017-01-01
167,oui,Jeremih,160755,2017-01-01
168,My Way,Calvin Harris,159846,2017-01-01
169,My Shit,A Boogie Wit da Hoodie,159333,2017-01-01
170,Still Here,Drake,158154,2017-01-01
171,You & Me,Marc E. Bassy,157927,2017-01-01
172,Should I Stay or Should I Go - Remastered,The Clash,157705,2017-01-01
173,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,157253,2017-01-01
174,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,155772,2017-01-01
175,Stand by Me,Otis Redding,154347,2017-01-01
176,Trap Queen,Fetty Wap,151754,2017-01-01
177,Me and Julio Down by the Schoolyard,Paul Simon,151657,2017-01-01
178,Party (feat. Usher & Gucci Mane),Chris Brown,151474,2017-01-01
179,Don't Worry Be Happy,Bobby McFerrin,151217,2017-01-01
180,By Your Side,Jonas Blue,151106,2017-01-01
181,I Got You,Bebe Rexha,151059,2017-01-01
182,Timeless (feat. DJ SPINKING),A Boogie Wit da Hoodie,150458,2017-01-01
183,Lighthouse - Andrelli Remix,Hearts & Colors,149929,2017-01-01
184,Middle,DJ Snake,149265,2017-01-01
185,Really Really,Kevin Gates,149053,2017-01-01
186,ABC,The Jackson 5,148305,2017-01-01
187,Good Drank,2 Chainz,146863,2017-01-01
188,Wyclef Jean,Young Thug,145905,2017-01-01
189,(What A) Wonderful World - Remastered,Sam Cooke,145484,2017-01-01
190,Living Single,Big Sean,144979,2017-01-01
191,Let Me Explain,Bryson Tiller,144864,2017-01-01
192,Go Flex,Post Malone,144845,2017-01-01
193,(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,The Rolling Stones,144843,2017-01-01
194,She's Mine Pt. 1,J. Cole,144501,2017-01-01
195,False Alarm,The Weeknd,144393,2017-01-01
196,Ignition - Remix,R. Kelly,144377,2017-01-01
197,679 (feat. Remy Boyz),Fetty Wap,143877,2017-01-01
198,I Don't Fuck With You,Big Sean,143847,2017-01-01
199,You Can't Hurry Love - 2016 Remaster,Phil Collins,143813,2017-01-01
200,For Free (feat. Drake),DJ Khaled,143765,2017-01-01
1,Bad and Boujee (feat. Lil Uzi Vert),Migos,1161746,2017-01-02
2,Fake Love,Drake,1076575,2017-01-02
3,Starboy,The Weeknd,963602,2017-01-02
4,Closer,The Chainsmokers,782423,2017-01-02
5,Black Beatles,Rae Sremmurd,733662,2017-01-02
6,Caroline,Aminé,633586,2017-01-02
7,Bounce Back,Big Sean,611276,2017-01-02
8,Bad Things (with Camila Cabello),Machine Gun Kelly,611030,2017-01-02
9,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,583678,2017-01-02
10,I Feel It Coming,The Weeknd,565606,2017-01-02
11,Broccoli (feat. Lil Yachty),DRAM,561076,2017-01-02
12,Let Me Love You,DJ Snake,502681,2017-01-02
13,One Dance,Drake,487243,2017-01-02
14,Don't Wanna Know,Maroon 5,484706,2017-01-02
15,24K Magic,Bruno Mars,475316,2017-01-02
16,X (feat. Future),21 Savage,474705,2017-01-02
17,Deja Vu,J. Cole,473234,2017-01-02
18,Starving,Hailee Steinfeld,447433,2017-01-02
19,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,444104,2017-01-02
20,In the Name of Love,Martin Garrix,441973,2017-01-02
21,Say You Won't Let Go,James Arthur,424490,2017-01-02
22,Party Monster,The Weeknd,417288,2017-01-02
23,No Heart,21 Savage,415453,2017-01-02
24,Side To Side,Ariana Grande,402640,2017-01-02
25,Heathens,Twenty One Pilots,388696,2017-01-02
26,Sneakin’,Drake,379428,2017-01-02
27,OOOUUU,Young M.A,374661,2017-01-02
28,iSpy (feat. Lil Yachty),KYLE,368515,2017-01-02
29,You Was Right,Lil Uzi Vert,366167,2017-01-02
30,All We Know (feat. Phoebe Ryan),The Chainsmokers,358902,2017-01-02
31,Mercy,Shawn Mendes,354581,2017-01-02
32,Scars To Your Beautiful,Alessia Cara,354408,2017-01-02
33,"How Far I'll Go - From ""Moana""",Alessia Cara,339562,2017-01-02
34,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,337218,2017-01-02
35,Call On Me - Ryan Riback Extended Remix,Starley,336502,2017-01-02
36,Love Me Now,John Legend,326511,2017-01-02
37,Neighbors,J. Cole,323494,2017-01-02
38,Controlla,Drake,313087,2017-01-02
39,Cold Water (feat. Justin Bieber & MØ),Major Lazer,312401,2017-01-02
40,Too Good,Drake,309703,2017-01-02
41,pick up the phone,Young Thug,304264,2017-01-02
42,Swang,Rae Sremmurd,302738,2017-01-02
43,Don't Let Me Down,The Chainsmokers,299373,2017-01-02
44,Six Feet Under,The Weeknd,297398,2017-01-02
45,Treat You Better,Shawn Mendes,296263,2017-01-02
46,Just Hold On,Steve Aoki,289650,2017-01-02
47,Sidewalks,The Weeknd,288870,2017-01-02
48,Needed Me,Rihanna,288253,2017-01-02
49,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,276614,2017-01-02
50,Redbone,Childish Gambino,268394,2017-01-02
51,Immortal,J. Cole,268024,2017-01-02
52,Panda,Desiigner,265985,2017-01-02
53,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,264828,2017-01-02
54,All Time Low,Jon Bellion,261756,2017-01-02
55,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,259668,2017-01-02
56,Now and Later,Sage The Gemini,253619,2017-01-02
57,Work,Rihanna,253312,2017-01-02
58,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,248239,2017-01-02
59,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,247000,2017-01-02
60,All Night,The Vamps,238041,2017-01-02
61,Make Me (Cry),Noah Cyrus,237695,2017-01-02
62,Low Life (feat. The Weeknd),Future,236628,2017-01-02
63,Ride,Twenty One Pilots,236196,2017-01-02
64,No Role Modelz,J. Cole,234566,2017-01-02
65,Cheap Thrills,Sia,234531,2017-01-02
66,Chantaje (feat. Maluma),Shakira,234373,2017-01-02
67,Weak,AJR,231009,2017-01-02
68,Into You,Ariana Grande,230703,2017-01-02
69,Reminder,The Weeknd,230432,2017-01-02
70,Used to This (feat. Drake),Future,230345,2017-01-02
71,Jumpman,Drake,228720,2017-01-02
72,Love On The Brain,Rihanna,228402,2017-01-02
73,Money Longer,Lil Uzi Vert,227712,2017-01-02
74,goosebumps,Travis Scott,225985,2017-01-02
75,Change,J. Cole,225568,2017-01-02
76,"i hate u, i love u (feat. olivia o'brien)",gnash,222224,2017-01-02
77,This Is What You Came For (feat. Rihanna),Calvin Harris,220369,2017-01-02
78,Too Many Years,Kodak Black,218373,2017-01-02
79,Die For You,The Weeknd,217742,2017-01-02
80,Don't,Bryson Tiller,217560,2017-01-02
81,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,216700,2017-01-02
82,Sunset Lover,Petit Biscuit,216349,2017-01-02
83,White Iverson,Post Malone,215011,2017-01-02
84,Selfish,PnB Rock,214009,2017-01-02
85,The Mack,Nevada,211299,2017-01-02
86,Juju on That Beat (TZ Anthem),Zay Hilfigerrr,211062,2017-01-02
87,Exchange,Bryson Tiller,210005,2017-01-02
88,Come and See Me (feat. Drake),PARTYNEXTDOOR,206890,2017-01-02
89,Water,Ugly God,205455,2017-01-02
90,Erase Your Social,Lil Uzi Vert,205308,2017-01-02
91,One Night,Lil Yachty,204049,2017-01-02
92,Never Be Like You,Flume,203477,2017-01-02
93,Water Under the Bridge,Adele,202835,2017-01-02
94,All Time Low,Jon Bellion,200663,2017-01-02
95,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,199831,2017-01-02
96,Stressed Out,Twenty One Pilots,199640,2017-01-02
97,Too Much Sauce (feat. Future & Lil Uzi Vert),DJ ESCO,198702,2017-01-02
98,Congratulations,Post Malone,197483,2017-01-02
99,Setting Fires,The Chainsmokers,195895,2017-01-02
100,Lot to Learn,Luke Christopher,193376,2017-01-02
101,Light,San Holo,191857,2017-01-02
102,"Me, Myself & I",G-Eazy,191756,2017-01-02
103,Deja Vu,Post Malone,188263,2017-01-02
104,Moves,Big Sean,186431,2017-01-02
105,I Would Like,Zara Larsson,186293,2017-01-02
106,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,185376,2017-01-02
107,Both (feat. Drake),Gucci Mane,184948,2017-01-02
108,No Flockin',Kodak Black,182641,2017-01-02
109,True Colors,The Weeknd,179088,2017-01-02
110,This Town,Niall Horan,177645,2017-01-02
111,That's What I Like,Bruno Mars,177011,2017-01-02
112,Lighthouse - Andrelli Remix,Hearts & Colors,175852,2017-01-02
113,Secrets,The Weeknd,175094,2017-01-02
114,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,174995,2017-01-02
115,Love Yourself,Justin Bieber,174988,2017-01-02
116,Litty (feat. Tory Lanez),Meek Mill,174961,2017-01-02
117,Father Stretch My Hands Pt. 1,Kanye West,173049,2017-01-02
118,I Got You,Bebe Rexha,172534,2017-01-02
119,Shed a Light,Robin Schulz,169638,2017-01-02
120,The Hills,The Weeknd,169241,2017-01-02
121,Gold,Kiiara,169223,2017-01-02
122,Pop Style,Drake,167473,2017-01-02
123,Rockin’,The Weeknd,166475,2017-01-02
124,Send My Love (To Your New Lover),Adele,165969,2017-01-02
125,By Your Side,Jonas Blue,165550,2017-01-02
126,Gassed Up,Nebu Kiniza,162267,2017-01-02
127,Roses,The Chainsmokers,161799,2017-01-02
128,Not Going Home,DVBBS,161772,2017-01-02
129,She's Mine Pt. 1,J. Cole,160212,2017-01-02
130,What They Want,Russ,158718,2017-01-02
131,PILLOWTALK,ZAYN,157594,2017-01-02
132,7 Years,Lukas Graham,156394,2017-01-02
133,Somebody Else,VÉRITÉ,155816,2017-01-02
134,Tiimmy Turner,Desiigner,155633,2017-01-02
135,Living Single,Big Sean,155336,2017-01-02
136,My Shit,A Boogie Wit da Hoodie,154843,2017-01-02
137,For Whom The Bell Tolls,J. Cole,154773,2017-01-02
138,Timeless (feat. DJ SPINKING),A Boogie Wit da Hoodie,154339,2017-01-02
139,4 Your Eyez Only,J. Cole,153965,2017-01-02
140,Let Me Explain,Bryson Tiller,153509,2017-01-02
141,Black Barbies,Nicki Minaj,153503,2017-01-02
142,Ville Mentality,J. Cole,153407,2017-01-02
143,Go Flex,Post Malone,152792,2017-01-02
144,Uber Everywhere,MadeinTYO,151642,2017-01-02
145,Sorry,Justin Bieber,151288,2017-01-02
146,oui,Jeremih,149032,2017-01-02
147,Capsize,FRENSHIP,148762,2017-01-02
148,You & Me,Marc E. Bassy,148623,2017-01-02
149,Famous,Kanye West,148460,2017-01-02
150,Hotline Bling,Drake,147574,2017-01-02
151,Still Here,Drake,146681,2017-01-02
152,All I Know,The Weeknd,146651,2017-01-02
153,How Far I'll Go,Auli'i Cravalho,145596,2017-01-02
154,My Way,Calvin Harris,145509,2017-01-02
155,Party (feat. Usher & Gucci Mane),Chris Brown,144566,2017-01-02
156,False Alarm,The Weeknd,143031,2017-01-02
157,Hymn for the Weekend - Seeb Remix,Coldplay,142951,2017-01-02
158,Solo Dance,Martin Jensen,142800,2017-01-02
159,Cake By The Ocean,DNCE,140451,2017-01-02
160,Wyclef Jean,Young Thug,139639,2017-01-02
161,Baptized In Fire,Kid Cudi,139543,2017-01-02
162,Foldin Clothes,J. Cole,139509,2017-01-02
163,The Greatest (feat. Kendrick Lamar),Sia,139404,2017-01-02
164,Oh Lord,MiC LOWRY,138996,2017-01-02
165,Blue Ain't Your Color,Keith Urban,138817,2017-01-02
166,No Type,Rae Sremmurd,138678,2017-01-02
167,Hear Me Now,Alok,138615,2017-01-02
168,Ophelia,The Lumineers,137352,2017-01-02
169,Attention,The Weeknd,137212,2017-01-02
170,Dynamite (feat. Pretty Sister),Nause,137147,2017-01-02
171,'Till I Collapse,Eminem,136956,2017-01-02
172,Wake Up Where You Are,State of Sound,136842,2017-01-02
173,Do What I Want,Lil Uzi Vert,135482,2017-01-02
174,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,135457,2017-01-02
175,Taped up Heart (feat. Clara Mae),KREAM,135205,2017-01-02
176,Say It (feat. Tove Lo),Flume,134618,2017-01-02
177,LUV,Tory Lanez,134452,2017-01-02
178,Good Drank,2 Chainz,134102,2017-01-02
179,Unsteady,X Ambassadors,133579,2017-01-02
180,Death of a Bachelor,Panic! At The Disco,133481,2017-01-02
181,Wet Dreamz,J. Cole,133068,2017-01-02
182,Antidote,Travis Scott,132646,2017-01-02
183,Ni**as In Paris,JAY-Z,132366,2017-01-02
184,Really Really,Kevin Gates,131878,2017-01-02
185,Middle,DJ Snake,131204,2017-01-02
186,Let It Go,James Bay,130903,2017-01-02
187,Childs Play,Drake,130083,2017-01-02
188,Juke Jam (feat. Justin Bieber & Towkio),Chance the Rapper,129450,2017-01-02
189,Miss You,James Hersey,129272,2017-01-02
190,Location,Khalid,129151,2017-01-02
191,She's Mine Pt. 2,J. Cole,127128,2017-01-02
192,Rap God,Eminem,126972,2017-01-02
193,My House,Flo Rida,126692,2017-01-02
194,H.O.L.Y.,Florida Georgia Line,126333,2017-01-02
195,Cake - Challenge Version,Flo Rida,126205,2017-01-02
196,Look Alive,Rae Sremmurd,125802,2017-01-02
197,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,125484,2017-01-02
198,Ordinary Life,The Weeknd,123961,2017-01-02
199,It's Gotta Be You,Isaiah,123189,2017-01-02
200,Versace on the Floor,Bruno Mars,122488,2017-01-02
1,Bad and Boujee (feat. Lil Uzi Vert),Migos,1284891,2017-01-03
2,Fake Love,Drake,1171625,2017-01-03
3,Starboy,The Weeknd,1064931,2017-01-03
4,Closer,The Chainsmokers,857394,2017-01-03
5,Black Beatles,Rae Sremmurd,769249,2017-01-03
6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,755512,2017-01-03
7,Bad Things (with Camila Cabello),Machine Gun Kelly,706107,2017-01-03
8,Caroline,Aminé,702976,2017-01-03
9,Bounce Back,Big Sean,691574,2017-01-03
10,I Feel It Coming,The Weeknd,644850,2017-01-03
11,Broccoli (feat. Lil Yachty),DRAM,596901,2017-01-03
12,Let Me Love You,DJ Snake,562724,2017-01-03
13,Don't Wanna Know,Maroon 5,561464,2017-01-03
14,Deja Vu,J. Cole,541988,2017-01-03
15,24K Magic,Bruno Mars,527923,2017-01-03
16,X (feat. Future),21 Savage,527040,2017-01-03
17,Starving,Hailee Steinfeld,523866,2017-01-03
18,One Dance,Drake,512037,2017-01-03
19,Say You Won't Let Go,James Arthur,511102,2017-01-03
20,In the Name of Love,Martin Garrix,498367,2017-01-03
21,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,488153,2017-01-03
22,Party Monster,The Weeknd,468307,2017-01-03
23,No Heart,21 Savage,457361,2017-01-03
24,Side To Side,Ariana Grande,449632,2017-01-03
25,iSpy (feat. Lil Yachty),KYLE,439810,2017-01-03
26,Sneakin’,Drake,428129,2017-01-03
27,Heathens,Twenty One Pilots,424996,2017-01-03
28,All We Know (feat. Phoebe Ryan),The Chainsmokers,412991,2017-01-03
29,Mercy,Shawn Mendes,408997,2017-01-03
30,"How Far I'll Go - From ""Moana""",Alessia Cara,406010,2017-01-03
31,Scars To Your Beautiful,Alessia Cara,404346,2017-01-03
32,You Was Right,Lil Uzi Vert,402619,2017-01-03
33,Call On Me - Ryan Riback Extended Remix,Starley,398502,2017-01-03
34,OOOUUU,Young M.A,397571,2017-01-03
35,Love Me Now,John Legend,381529,2017-01-03
36,Neighbors,J. Cole,371625,2017-01-03
37,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,366317,2017-01-03
38,Just Hold On,Steve Aoki,355508,2017-01-03
39,Cold Water (feat. Justin Bieber & MØ),Major Lazer,352897,2017-01-03
40,Too Good,Drake,352289,2017-01-03
41,Swang,Rae Sremmurd,344990,2017-01-03
42,Six Feet Under,The Weeknd,342186,2017-01-03
43,Needed Me,Rihanna,338261,2017-01-03
44,Controlla,Drake,332659,2017-01-03
45,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,329747,2017-01-03
46,Sidewalks,The Weeknd,329740,2017-01-03
47,pick up the phone,Young Thug,328628,2017-01-03
48,Treat You Better,Shawn Mendes,322741,2017-01-03
49,Don't Let Me Down,The Chainsmokers,320442,2017-01-03
50,Immortal,J. Cole,318244,2017-01-03
51,All Time Low,Jon Bellion,312945,2017-01-03
52,Redbone,Childish Gambino,311224,2017-01-03
53,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,305205,2017-01-03
54,Now and Later,Sage The Gemini,294052,2017-01-03
55,Panda,Desiigner,288032,2017-01-03
56,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,284246,2017-01-03
57,Weak,AJR,282399,2017-01-03
58,All Night,The Vamps,279932,2017-01-03
59,Make Me (Cry),Noah Cyrus,271854,2017-01-03
60,Chantaje (feat. Maluma),Shakira,270741,2017-01-03
61,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,268308,2017-01-03
62,Low Life (feat. The Weeknd),Future,267127,2017-01-03
63,Love On The Brain,Rihanna,266672,2017-01-03
64,Work,Rihanna,265684,2017-01-03
65,Ride,Twenty One Pilots,263489,2017-01-03
66,Reminder,The Weeknd,261763,2017-01-03
67,Change,J. Cole,261119,2017-01-03
68,Used to This (feat. Drake),Future,258359,2017-01-03
69,Sunset Lover,Petit Biscuit,256291,2017-01-03
70,Cheap Thrills,Sia,255752,2017-01-03
71,goosebumps,Travis Scott,255674,2017-01-03
72,No Role Modelz,J. Cole,254798,2017-01-03
73,Into You,Ariana Grande,252665,2017-01-03
74,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,251403,2017-01-03
